@relation energy

@attribute lights numeric
@attribute T1 numeric
@attribute RH_1 numeric
@attribute T2 numeric
@attribute RH_2 numeric
@attribute T3 numeric
@attribute RH_3 numeric
@attribute T4 numeric
@attribute RH_4 numeric
@attribute T5 numeric
@attribute RH_5 numeric
@attribute T6 numeric
@attribute RH_6 numeric
@attribute T7 numeric
@attribute RH_7 numeric
@attribute T8 numeric
@attribute RH_8 numeric
@attribute T9 numeric
@attribute RH_9 numeric
@attribute T_out numeric
@attribute Press_mm_hg numeric
@attribute RH_out numeric
@attribute Windspeed numeric
@attribute Visibility numeric
@attribute Tdewpoint numeric
@attribute rv1 numeric
@attribute rv2 numeric
@attribute Appliances numeric

@data
0,23.5,45.425,23.39,42.7,24.7,41.2,23.7,43.2,23.468571,81.382857,20,1,23.2,39.79,23.39,47.954,22.6,44.0225,18.35,758.05,58,5,40,10,45.988712,45.988712,70
0,23.566667,45.326667,23.39,42.7,24.7,41.2,23.7,43.126667,23.5,79.276,20,1,23.2,39.7,23.39,47.422857,22.6,44,18.366667,758.033333,57.666667,5,40,9.933333,20.01376,20.01376,70
0,23.6,45.163333,23.347143,42.621429,24.7,41.06,23.7,43,23.421429,76.357143,19.9,1,23.2,39.637143,23.39,46.916,22.666667,44.06,18.383333,758.016667,57.333333,5,40,9.866667,21.812021,21.812021,80
0,23.6,45.03,23.29,42.59,24.7,41,23.7,43,23.39,73,19.966667,1.193333,23.2,39.59,23.39,46.584286,22.6,44,18.4,758,57,5,40,9.8,33.945567,33.945567,70
0,23.6,44.863333,23.277143,42.577143,24.73,40.863333,23.7,42.863333,23.375714,70.381429,21.233333,1,23.2,39.59,23.412,46.334,22.6,43.966667,18.216667,758.016667,56.833333,4.833333,40,9.583333,18.584555,18.584555,60
0,23.6,44.79,23.2,42.5,24.73,40.79,23.7,42.79,23.236,67.478,21.493333,1,23.2,39.5,23.421429,46.121429,22.666667,43.966667,18.033333,758.033333,56.666667,4.666667,40,9.366667,11.19494,11.19494,60
0,23.6,44.663333,23.2,42.5,24.666667,40.76,23.666667,42.76,23.2,64.822857,20.366667,1,23.142857,39.5,23.39,45.7475,22.6,43.79,17.85,758.05,56.5,4.5,40,9.15,7.031613,7.031613,70
0,23.6,44.53,23.1,42.536,24.6,40.76,23.6,42.7,23.16,62.76,19.16,1.193333,23.14,39.5,23.39,45.59,22.6,43.79,17.666667,758.066667,56.333333,4.333333,40,8.933333,13.493981,13.493981,60
0,23.5,44.466667,23.042857,42.512857,24.566667,40.79,23.6,42.7,23.1,61.084286,18.26,2.93,23.1,39.5,23.39,45.59,22.6,43.79,17.483333,758.083333,56.166667,4.166667,40,8.716667,30.306865,30.306865,70
0,23.5,44.326667,22.98625,42.6,24.5,40.73,23.6,42.7,23.1,60.176,17.733333,4.53,23.1,39.536,23.39,45.59,22.6,43.79,17.3,758.1,56,4,40,8.5,6.127469,6.127469,70
0,23.5,44.29,22.89,42.776,24.463333,40.7,23.6,42.76,23.071429,59.614286,17.033333,7.563333,23.1,39.704286,23.39,45.764286,22.6,43.9,17.05,758.1,58.166667,3.666667,40,8.75,41.419135,41.419135,70
0,23.5,44.29,22.818571,42.9,24.39,40.626667,23.6,42.9,23,58.276,16.366667,9.63,23.1,39.876,23.39,46.036,22.6,43.966667,16.8,758.1,60.333333,3.333333,40,9,39.035933,39.035933,70
0,23.5,44.29,22.7,43.09,24.39,40.59,23.533333,42.9,23,57.312857,15.663333,11.933333,23.1,40.064286,23.39,46.152857,22.6,44,16.55,758.1,62.5,3,40,9.25,19.276616,19.276616,70
0,23.5,44.29,22.657143,43.251429,24.39,40.59,23.5,43.03,22.934,56.44,15.165,14.42,23.1,40.2,23.33,46.218,22.6,44.06,16.3,758.1,64.666667,2.666667,40,9.5,1.749258,1.749258,80
0,23.5,44.4,22.64,43.42,24.39,40.59,23.5,43.09,22.89,55.728571,14.756667,17.166667,23.057143,40.212857,23.318571,46.251429,22.6,44.06,16.05,758.1,66.833333,2.333333,40,9.75,6.5401,6.5401,60
0,23.5,44.4,22.528571,43.557143,24.39,40.59,23.5,43.09,22.89,55.014,14.463333,21.156667,23.04,40.312,23.29,46.29,22.6,44,15.8,758.1,69,2,40,10,4.394753,4.394753,70
0,23.5,44.4,22.5,43.79,24.39,40.59,23.5,43.163333,22.89,54.481429,14.256667,24.096667,23,40.4,23.29,46.384286,22.566667,43.9,15.416667,758.133333,71.5,1.833333,40,10.133333,5.841336,5.841336,60
10,23.5,44.4,22.468571,43.911429,24.365,40.6725,23.5,43.23,22.87,54.056,14.066667,26.293333,23,40.5,23.29,46.42,22.5,43.9,15.033333,758.166667,74,1.666667,40,10.266667,25.307279,25.307279,80
0,23.5,44.53,22.29,44.134,24.356667,40.7,23.5,43.29,22.79,53.621429,13.866667,27.7,23,40.442857,23.361429,46.668571,22.5,43.9,14.65,758.2,76.5,1.5,40,10.4,24.468319,24.468319,70
0,23.426667,44.723333,22.254,44.272,24.39,40.826667,23.5,43.29,22.79,53.5,13.763333,28.93,23,40.334,23.434,47.02,22.5,43.9,14.266667,758.233333,79,1.333333,40,10.533333,13.308339,13.308339,50
0,23.39,45.19,22.225714,44.398571,24.39,40.9,23.5,43.29,22.79,53.351429,13.563333,29.863333,23,40.2225,23.5,47.425714,22.55,44,13.883333,758.266667,81.5,1.166667,40,10.666667,17.656115,17.656115,60
0,23.39,45.06,22.18,44.518,24.5,41.126667,23.5,43.29,22.79,53.214,13.36,31.193333,23,40.168571,23.5,47.76,22.566667,44.126667,13.5,758.3,84,1,40,10.8,2.87526,2.87526,40
10,23.39,44.933333,22.1,44.668571,24.5,41.26,23.426667,43.23,22.751429,52.997143,13.166667,32.8,23,40.09,23.5,48.168571,22.5,44.26,13.45,758.3,84.333333,1,40,10.816667,49.818307,49.818307,60
0,23.39,44.9,22.06,44.754,24.6,41.433333,23.39,43.2,22.736,52.754,13.066667,34.433333,22.984286,40.09,23.5,48.634,22.533333,44.326667,13.4,758.3,84.666667,1,40,10.833333,31.775461,31.775461,50
0,23.39,44.9,22,44.834,24.6,41.5,23.39,43.2,22.712857,52.585714,13,35.493333,22.934,40.112,23.5,48.897143,22.533333,44.466667,13.35,758.3,85,1,40,10.85,12.95534,12.95534,60
0,23.29,44.79,22,44.998571,24.7,41.626667,23.39,43.2,22.7,52.5,13,36.733333,22.921429,40.152857,23.5,49.138,22.533333,44.5,13.3,758.3,85.333333,1,40,10.866667,5.368717,5.368717,60
0,23.29,44.79,21.934,45.112,24.7,41.76,23.39,43.2,22.7,52.398571,13,37.86,23,40.2,23.5,49.397143,22.533333,44.56,13.25,758.3,85.666667,1,40,10.883333,29.777735,29.777735,50
0,23.29,44.79,21.89,45.24,24.73,41.79,23.39,43.2,22.7,52.264286,13.033333,39.3,22.905714,40.212857,23.5,49.67,22.533333,44.626667,13.2,758.3,86,1,40,10.9,25.001007,25.001007,50
0,23.29,44.863333,21.818571,45.4,24.79,41.79,23.34,43.2225,22.7,52.054,13.16,40.433333,22.89,40.29,23.468571,50.052857,22.6,44.7,13.35,758.25,86.833333,1.166667,38.166667,11.183333,11.739667,11.739667,50
0,23.26,44.863333,21.79,45.536,24.79,41.79,23.323333,43.29,22.7,51.654286,13.226667,41.863333,22.89,40.368571,23.478,50.478,22.566667,44.79,13.5,758.2,87.666667,1.333333,36.333333,11.466667,3.037279,3.037279,50
0,23.2,44.79,21.79,45.634,24.79,41.863333,23.29,43.4,22.7,51.418,13.36,43.056667,22.89,40.44,23.39,50.792857,22.566667,44.863333,13.65,758.15,88.5,1.5,34.5,11.75,29.955767,29.955767,50
0,23.2,44.9,21.712857,45.84,24.79,41.79,23.29,43.4,22.628571,51.225714,13.345,44.05,22.89,40.551429,23.39,51.29,22.6,44.9,13.8,758.1,89.333333,1.666667,32.666667,12.033333,21.952287,21.952287,40
0,23.2,44.9,21.7,45.978,24.79,41.863333,23.29,43.433333,22.6,50.9,13.19,44.866667,22.89,40.612,23.445,51.476667,22.6,44.966667,13.95,758.05,90.166667,1.833333,30.833333,12.316667,23.367772,23.367772,30
0,23.2,44.933333,21.7,46.121429,24.79,41.9,23.29,43.5,22.6,50.678571,13.13,45.533333,22.89,40.7,23.445,51.745,22.6,45,14.1,758,91,2,29,12.6,7.802062,7.802062,40
0,23.2,45,21.64,46.236,24.79,41.9,23.29,43.5,22.6,50.4,13.066667,46.226667,22.89,40.7,23.39,52.035714,22.6,45.06,14.1,757.95,91,2.166667,28.833333,12.616667,26.979412,26.979412,40
0,23.2,45.03,21.6125,46.3175,24.79,41.933333,23.29,43.5,22.6,50.121429,13,46.766667,22.89,40.738571,23.39,52.235714,22.6,45.2,14.1,757.9,91,2.333333,28.666667,12.633333,8.400494,8.400494,40
0,23.2,45.09,21.6,46.45,24.79,42,23.29,43.59,22.6,50,13,47.456667,22.89,40.79,23.39,52.332,22.6,45.2,14.1,757.85,91,2.5,28.5,12.65,16.678531,16.678531,60
0,23.2,45.126667,21.6,46.536,24.79,42.09,23.29,43.663333,22.6,49.898571,13,48.323333,22.89,40.79,23.421429,52.525714,22.6,45.29,14.1,757.8,91,2.666667,28.333333,12.666667,2.938388,2.938388,60
0,23.133333,45.2,21.542857,46.684286,24.823333,42.066667,23.29,43.7,22.6,49.714,13.066667,48.926667,22.89,40.9,23.5,52.46,22.6,45.363333,14.1,757.75,91,2.833333,28.166667,12.683333,46.674549,46.674549,50
0,23.1,45.23,21.5,46.776,24.89,42.2,23.29,43.76,22.6,49.497143,13.066667,49.4,22.89,40.914286,23.5,52.285714,22.6,45.633333,14.1,757.7,91,3,28,12.7,45.949462,45.949462,60
0,23.1,45.29,21.5,46.9,24.89,42.09,23.26,43.76,22.6,49.2,13.13,50.066667,22.89,40.96,23.5,52.16,22.6,45.776,14.133333,757.616667,90.833333,3.166667,30,12.683333,41.788345,41.788345,50
0,23.1,45.29,21.463333,46.966667,24.89,42.163333,23.2,43.76,22.557143,49.054286,13.19,50.4,22.89,41,23.5,52,22.6,45.928571,14.166667,757.533333,90.666667,3.333333,32,12.666667,20.880463,20.880463,50
0,23.1,45.4,21.39,46.966667,24.89,42.2,23.2,43.79,22.5,48.918,13.33,50.963333,22.89,41.09,23.5,51.96,22.6,46.09,14.2,757.45,90.5,3.5,34,12.65,30.611426,30.611426,50
0,23.1,45.4,21.463333,47.2,24.89,42.2,23.2,43.79,22.5,48.79,13.39,50.963333,22.861429,41.152857,23.5,51.837143,22.6,46.197143,14.233333,757.366667,90.333333,3.666667,36,12.633333,4.587326,4.587326,50
0,23,45.4,21.39,47.2,24.89,42.2,23.2,43.9,22.5,48.7,13.36,50.7,22.83,41.134,23.5,51.736,22.66,46.378,14.266667,757.283333,90.166667,3.833333,38,12.616667,1.503525,1.503525,50
0,23.066667,45.526667,21.39,47.23,24.89,42.26,23.2,43.9,22.5,48.605714,13.3,50.9,22.832857,41.137143,23.5,51.7,22.6,46.42,14.3,757.2,90,4,40,12.6,25.699484,25.699484,60
0,23.1,45.59,21.39,47.363333,24.89,42.26,23.2,43.9,22.52,48.536,13.1,50.8,22.89,41.2,23.5,51.59,22.628571,46.525714,14.266667,757.15,90.166667,4,40,12.6,16.172635,16.172635,50
0,23.033333,45.59,21.356667,47.4,24.963333,42.26,23.2,43.9,22.528571,48.471429,13.033333,50.726667,22.8025,41.10375,23.5,51.538571,22.64,46.634,14.233333,757.1,90.333333,4,40,12.6,36.209954,36.209954,60
0,23,45.59,21.356667,47.4,25,42.29,23.2,43.95,22.54,48.4,12.89,50.93,22.79,41.09,23.5,51.5,22.657143,46.792857,14.2,757.05,90.5,4,40,12.6,39.25803,39.25803,50
0,23,45.59,21.29,47.5,25,42.29,23.2,43.9,22.514286,48.305714,12.74,50.8175,22.79,41.09,23.5,51.5,22.7,46.92,14.166667,757,90.666667,4,40,12.6,29.256132,29.256132,60
0,22.963333,45.7,21.29,47.5,25,42.29,23.2,43.9,22.5,48.29,12.63,50.766667,22.79,41.09,23.5,51.4,22.657143,46.957143,14.133333,756.95,90.833333,4,40,12.6,41.22271,41.22271,60
0,22.89,45.7,21.29,47.59,25,42.29,23.2,44,22.5,48.225714,12.5,50.963333,22.79,41.09,23.5,51.292857,22.7,47.134,14.1,756.9,91,4,40,12.6,15.501522,15.501522,40
0,22.926667,45.79,21.29,47.59,25,42.2,23.2,44,22.5,48.2,12.426667,51.223333,22.79,41.137143,23.478,51.178,22.7,47.267143,14.016667,756.85,91.166667,4,38.166667,12.55,19.581865,19.581865,50
0,23,45.79,21.23,47.566667,25,42.2,23.133333,44,22.5,48.2,12.39,51.633333,22.79,41.09,23.468571,51.137143,22.7,47.42,13.933333,756.8,91.333333,4,36.333333,12.5,32.549577,32.549577,50
0,22.89,45.73,21.23,47.626667,25,42.2,23.2,44,22.5,48.184286,12.39,51.9,22.79,41.09,23.5,51.09,22.657143,47.457143,13.85,756.75,91.5,4,34.5,12.45,34.415515,34.415515,40
0,22.963333,45.79,21.29,47.745,25,42.2,23.1,44,22.5,48.09,12.36,51.933333,22.79,41.2,23.5,51.025714,22.7,47.536,13.766667,756.7,91.666667,4,32.666667,12.4,28.735236,28.735236,60
0,22.89,45.826667,21.2,47.7,25,42.23,23.1,43.933333,22.5,48.064286,12.3,52.193333,22.79,41.2,23.5,51,22.7,47.735714,13.683333,756.65,91.833333,4,30.833333,12.35,36.753385,36.753385,50
0,22.89,45.9,21.2,47.76,25,42.2675,23.133333,44,22.5,48,12.19,52.03,22.79,41.134,23.5,50.96,22.7,47.79,13.6,756.6,92,4,29,12.3,27.810157,27.810157,60
0,22.89,45.9,21.2,47.79,25,42.26,23.133333,44,22.5,48,12.19,51.963333,22.79,41.09,23.5,50.9,22.7,47.79,13.466667,756.566667,92.333333,3.833333,28.166667,12.233333,38.062209,38.062209,60
0,22.89,45.9,21.2,47.79,25,42.26,23.1,44,22.5,48,12.1,52.23,22.79,41.09,23.5,50.834,22.7,47.79,13.333333,756.533333,92.666667,3.666667,27.333333,12.166667,7.15335,7.15335,60
0,22.89,45.9,21.1,47.826667,25.066667,42.2,23.1,44,22.5,47.928571,12.1,52.363333,22.79,41.09,23.5,50.73,22.7,47.79,13.2,756.5,93,3.5,26.5,12.1,33.498942,33.498942,50
0,22.89,45.9,21.1,47.9,25.1,42.2,23.1,44,22.5,47.9,12.19,52.826667,22.79,41.09,23.5,50.652857,22.7,47.812,13.066667,756.466667,93.333333,3.333333,25.666667,12.033333,39.154185,39.154185,60
0,22.89,45.9,21.1,47.933333,25.1,42.2,23.1,44,22.5,47.9,12.19,53.026667,22.79,41.09,23.5,50.564286,22.7,47.9,12.933333,756.433333,93.666667,3.166667,24.833333,11.966667,47.110636,47.110636,50
0,22.89,45.9,21.1,48,25.1,42.2,23.1,43.966667,22.5,47.9,12.226667,53.23,22.79,41.09,23.39,50.334,22.7,47.94,12.8,756.4,94,3,24,11.9,49.699708,49.699708,70
0,22.89,45.9,21.1,48.03,25.1,42.2,23.1,43.966667,22.468571,47.868571,12.36,53.43,22.79,41.09,23.39,50.334,22.738571,48.051429,12.833333,756.4,94,3.166667,24.166667,11.933333,20.782078,20.782078,40
0,22.89,45.9,21.1,48.09,25.1,42.2,23.1,44,22.5,47.9,12.426667,53.656667,22.79,41.09,23.39,50.638571,22.7675,48.10375,12.866667,756.4,94,3.333333,24.333333,11.966667,4.197223,4.197223,50
0,22.89,45.966667,21,48,25.1,42.2,23.1,44,22.5,47.852857,12.566667,53.863333,22.79,41.09,23.39,50.812,22.79,48.218,12.9,756.4,94,3.5,24.5,12,26.13772,26.13772,50
0,22.89,46,21.066667,48.133333,25.1,42.23,23.1,44,22.5,47.856,12.79,54.1,22.79,41.09,23.39,50.9,22.79,48.29,12.933333,756.4,94,3.666667,24.666667,12.033333,14.787405,14.787405,50
0,22.89,46,21.1,48.2,25.1,42.23,23.1,44,22.5,47.821429,13.033333,54.266667,22.79,41.152857,23.39,50.9,22.79,48.4,12.966667,756.4,94,3.833333,24.833333,12.066667,25.662476,25.662476,50
0,22.856667,45.966667,21.1,48.26,25.1,42.2,23.033333,43.933333,22.5,47.79,13.16,54.4,22.79,41.2,23.39,50.98,22.79,48.457143,13,756.4,94,4,25,12.1,10.107393,10.107393,50
0,22.856667,45.966667,21.1,48.26,25.1,42.2,23.066667,44,22.484286,47.837143,13.426667,54.566667,22.79,41.238571,23.39,51,22.79,48.5,13.083333,756.416667,94,4,25,12.183333,45.312912,45.312912,60
0,22.89,46,21.166667,48.2,25.1,42.2,23.066667,44.06,22.412,47.876,13.566667,54.7,22.736,41.2,23.39,51,22.79,48.564286,13.166667,756.433333,94,4,25,12.266667,43.305306,43.305306,60
0,22.89,46,21.2,48.09,25.1,42.2,23,44,22.468571,48.038571,13.756667,54.73,22.764286,41.277143,23.39,51.094,22.79,48.634,13.25,756.45,94,4,25,12.35,46.995999,46.995999,50
0,22.823333,45.933333,21.2,48.09,25.1,42.126667,23,44.06,22.5,48.2,14.03,54.79,22.79,41.29,23.39,51.2,22.79,48.751429,13.333333,756.466667,94,4,25,12.433333,29.113506,29.113506,60
0,22.89,46,21.29,48.163333,25.166667,42.2,23.066667,44.163333,22.5,48.2,14.256667,54.7,22.777143,41.337143,23.39,51.461667,22.79,48.932,13.416667,756.483333,94,4,25,12.516667,3.723214,3.723214,80
0,22.823333,46.1,21.315,48.09,25.166667,42.06,23,44.163333,22.5,48.178,14.53,54.7,22.764286,41.528571,23.39,51.634,22.79,49.621429,13.5,756.5,94,4,25,12.6,10.967749,10.967749,80
0,22.89,46.633333,21.463333,48.223333,25.033333,42,23,44.23,22.5,48.064286,14.866667,54.466667,22.736,41.94,23.39,51.6725,22.79,49.94,13.666667,756.466667,93.5,4,25.166667,12.683333,3.98361,3.98361,50
0,23,46.963333,21.633333,48.29,24.89,42,23.066667,44.363333,22.5,47.96,15.2,54.326667,22.751429,42.191429,23.39,51.513333,22.804286,50,13.833333,756.433333,93,4,25.333333,12.766667,23.312097,23.312097,50
0,23,47.223333,21.76,48.29,24.89,42.126667,23.066667,44.466667,22.5,47.957143,15.793333,53.626667,22.754,42.394,23.33,51.4,22.89,49.98,14,756.4,92.5,4,25.5,12.85,38.560274,38.560274,60
0,23,47.495,22.066667,48.363333,24.89,42.26,23.066667,44.526667,22.5,48,16.26,51.293333,22.79,42.621429,23.34,51.4,22.89,49.795714,14.166667,756.366667,92,4,25.666667,12.933333,5.18264,5.18264,50
0,23.1,47.86,22.4,48.29,24.79,42.23,23.066667,44.59,22.5,48.121429,16.833333,48.66,22.754,42.834,23.373333,51.558333,22.89,49.514,14.333333,756.333333,91.5,4,25.833333,13.016667,8.549381,8.549381,50
0,23.1,48.06,23.13,47.796667,24.79,42.43,23.066667,44.723333,22.412,48.334,17.366667,45.466667,22.738571,43.037143,23.39,51.554,22.89,48.934286,14.5,756.3,91,4,26,13.1,27.15955,27.15955,80
10,23.1,48.456667,23.656667,47.196667,24.666667,42.966667,23.1,45.03,22.481667,48.695,18.233333,38.196667,22.79,43.156,23.39,51.4,22.89,48.494,14.733333,756.316667,90,4,26.5,13.15,1.618159,1.618159,330
0,23.1,48.863333,24.23,46.46,24.46,43.693333,23.166667,45.163333,22.39,48.976,18.76,31.663333,22.79,43.225714,23.39,51.481667,22.89,48.194286,14.966667,756.333333,89,4,27,13.2,17.675814,17.675814,280
0,23.066667,49.066667,24.496667,45.793333,24.29,44.463333,23.2,45.463333,22.434,49.214,19.266667,28.733333,22.79,43.334,23.39,51.832,22.956,47.9,15.2,756.35,88,4,27.5,13.25,47.532855,47.532855,130
0,23.066667,49.333333,24.893333,45.033333,24.29,44.59,23.26,45.796667,22.5,49.528333,19.933333,26,22.79,43.4,23.468571,52.324286,22.89,47.884286,15.433333,756.366667,87,4,28,13.3,32.230086,32.230086,330
0,23,49.326667,25.226667,44.293333,24.323333,44.296667,23.29,46.6,22.434,49.67,20.426667,20.496667,22.79,43.46,23.5,52.46,22.89,47.754,15.666667,756.383333,86,4,28.5,13.35,27.086444,27.086444,100
0,23,49.6,25.566667,43.533333,24.39,44.296667,23.29,47.27,22.463333,49.863333,20.82,17.4175,22.79,43.5,23.405714,51.882857,22.937143,47.725714,15.9,756.4,85,4,29,13.4,41.582402,41.582402,100
0,23.066667,49.76,25.826667,42.926667,24.29,44.5,23.29,47.56,22.445,49.93,21.26,14.393333,22.79,43.59,23.39,51.398,23,47.59,16.15,756.383333,83.666667,4.166667,28.833333,13.383333,42.010038,42.010038,80
0,23,49.76,25.856667,42.53,24.356667,44.36,23.426667,47.5,22.478,50.094,21.86,12.096667,22.832857,43.691429,23.37,51.236,23,47.57,16.4,756.366667,82.333333,4.333333,28.666667,13.366667,25.291559,25.291559,90
0,23,50.126667,25.79,42.73,24.39,44.29,23.5,47.433333,22.5,50.26,22.066667,9.963333,22.85,43.82,23.332857,51.2,23,47.48,16.65,756.35,81,4.5,28.5,13.35,8.764897,8.764897,390
0,23,50.26,25.53,43.133333,24.39,44.49,23.6,47.26,22.5,50.431667,22.2,7.493333,22.89,43.9,23.29,51.09,23,47.4625,16.9,756.333333,79.666667,4.666667,28.333333,13.333333,44.856357,44.856357,790
0,23,50.26,25.263333,43.6,24.46,45.393333,23.533333,47.2,22.5,50.5,22.26,6.826667,22.89,43.9,23.29,51.038571,23,47.4,17.15,756.316667,78.333333,4.833333,28.166667,13.316667,46.429909,46.429909,410
0,22.926667,50.26,24.963333,44.266667,24.793333,46.466667,23.533333,47.156667,22.5,50.5225,22.2,5.53,22.89,43.9,23.29,50.98,23,47.4,17.4,756.3,77,5,28,13.3,47.084911,47.084911,270
0,23,50.363333,24.89,44.4,25.263333,46.933333,23.6,47.29,22.5,50.59,22.4,5.53,22.89,43.9,23.29,50.868571,23,47.4,17.583333,756.266667,75.333333,5.166667,30,13.133333,33.419094,33.419094,340
0,23,50.49,25.1,44.145,25.463333,46.86,23.633333,47.126667,22.5,50.59,22.426667,4.233333,22.89,43.9,23.29,50.79,23,47.378,17.766667,756.233333,73.666667,5.333333,32,12.966667,37.330196,37.330196,270
0,23,50.693333,25.323333,43.563333,25.7,46.266667,23.7,47.066667,22.5,50.545,22.693333,3.366667,23,43.79,23.212857,50.637143,23,47.29,17.95,756.2,72,5.5,34,12.8,19.338932,19.338932,340
0,23,50.693333,25.323333,43.23,25.6725,45.7925,23.7,46.76,22.5,50.5,22.963333,2.193333,23,43.79,23.218,50.518,23,47.2,18.133333,756.166667,70.333333,5.666667,36,12.633333,13.401728,13.401728,610
0,23.1,51,25.1,43.633333,25.79,45.463333,23.7,46.566667,22.5,50.5,22.963333,2.193333,23,43.79,23.225714,50.525714,23,47.2,18.316667,756.133333,68.666667,5.833333,38,12.466667,32.578196,32.578196,470
0,23.05,50.9675,25.033333,44.233333,25.79,44.99,23.73,46.29,22.5,50.575,23.133333,2.16,23,43.821429,23.2,50.5,23,47.178,18.5,756.1,67,6,40,12.3,49.371231,49.371231,110
0,23.1,51.623333,25.1,44.4,25.79,44.863333,23.79,46.623333,22.575,50.7225,23.26,1.7,23.05,43.95,23.2,50.592857,23,47.09,18.633333,756.033333,66.666667,6.166667,40,12.333333,46.242888,46.242888,590
0,23.1,51.99,25.1,44.4,25.926667,45.233333,23.79,47,22.54,50.812,23.133333,1.333333,23.071429,44.01,23.2,50.7,23,47.09,18.766667,755.966667,66.333333,6.333333,40,12.366667,0.282491,0.282491,720
0,23.152714,51.825857,25.1,44.34381,25.941476,45.120952,23.79,47,22.5,50.9,23,1,23.102245,43.947357,23.225714,50.642857,23.002857,47.070286,18.9,755.9,66,6.5,40,12.4,33.4539,33.4539,600
0,23.205429,51.661714,25.1,44.287619,25.956286,45.008571,23.802059,46.941176,22.519118,50.904926,23.073529,1,23.133061,43.884714,23.251429,50.585714,23.005714,47.050571,19.033333,755.833333,65.666667,6.666667,40,12.433333,5.645198,5.645198,260
0,23.258143,51.497571,25.1,44.231429,25.971095,44.89619,23.814118,46.882353,22.538235,50.909853,23.147059,1,23.163878,43.822071,23.277143,50.528571,23.008571,47.030857,19.166667,755.766667,65.333333,6.833333,40,12.466667,38.913267,38.913267,310
0,23.310857,51.333429,25.1,44.175238,25.985905,44.78381,23.826176,46.823529,22.557353,50.914779,23.220588,1,23.194694,43.759429,23.302857,50.471429,23.011429,47.011143,19.3,755.7,65,7,40,12.5,5.884862,5.884862,270
0,23.363571,51.169286,25.1,44.119048,26.000714,44.671429,23.838235,46.764706,22.576471,50.919706,23.294118,1,23.22551,43.696786,23.328571,50.414286,23.014286,46.991429,19.433333,755.616667,64.833333,7,40,12.583333,44.593204,44.593204,250
0,23.416286,51.005143,25.1,44.062857,26.015524,44.559048,23.850294,46.705882,22.595588,50.924632,23.367647,1,23.256327,43.634143,23.354286,50.357143,23.017143,46.971714,19.566667,755.533333,64.666667,7,40,12.666667,10.242701,10.242701,270
0,23.469,50.841,25.1,44.006667,26.030333,44.446667,23.862353,46.647059,22.614706,50.929559,23.441176,1,23.287143,43.5715,23.38,50.3,23.02,46.952,19.7,755.45,64.5,7,40,12.75,41.802799,41.802799,230
0,23.521714,50.676857,25.1,43.950476,26.045143,44.334286,23.874412,46.588235,22.633824,50.934485,23.514706,1,23.317959,43.508857,23.405714,50.242857,23.022857,46.932286,19.833333,755.366667,64.333333,7,40,12.833333,17.751668,17.751668,200
0,23.574429,50.512714,25.1,43.894286,26.059952,44.221905,23.886471,46.529412,22.652941,50.939412,23.588235,1,23.348776,43.446214,23.431429,50.185714,23.025714,46.912571,19.966667,755.283333,64.166667,7,40,12.916667,34.442559,34.442559,150
0,23.627143,50.348571,25.1,43.838095,26.074762,44.109524,23.898529,46.470588,22.672059,50.944338,23.661765,1,23.379592,43.383571,23.457143,50.128571,23.028571,46.892857,20.1,755.2,64,7,40,13,24.380003,24.380003,80
10,23.679857,50.184429,25.1,43.781905,26.089571,43.997143,23.910588,46.411765,22.691176,50.949265,23.735294,1,23.410408,43.320929,23.482857,50.071429,23.031429,46.873143,20.333333,755.166667,62.833333,7,40,12.933333,22.137944,22.137944,550
0,23.732571,50.020286,25.1,43.725714,26.104381,43.884762,23.922647,46.352941,22.710294,50.954191,23.808824,1,23.441224,43.258286,23.508571,50.014286,23.034286,46.853429,20.566667,755.133333,61.666667,7,40,12.866667,47.582028,47.582028,620
0,23.785286,49.856143,25.1,43.669524,26.11919,43.772381,23.934706,46.294118,22.729412,50.959118,23.882353,1,23.472041,43.195643,23.534286,49.957143,23.037143,46.833714,20.8,755.1,60.5,7,40,12.8,35.908626,35.908626,250
0,23.838,49.692,25.1,43.613333,26.134,43.66,23.946765,46.235294,22.748529,50.964044,23.955882,1,23.502857,43.133,23.56,49.9,23.04,46.814,21.033333,755.066667,59.333333,7,40,12.733333,24.33916,24.33916,300
0,23.890714,49.527857,25.1,43.557143,26.14881,43.547619,23.958824,46.176471,22.767647,50.968971,24.029412,1,23.533673,43.070357,23.585714,49.842857,23.042857,46.794286,21.266667,755.033333,58.166667,7,40,12.666667,22.946685,22.946685,260
0,23.943429,49.363714,25.1,43.500952,26.163619,43.435238,23.970882,46.117647,22.786765,50.973897,24.102941,1,23.56449,43.007714,23.611429,49.785714,23.045714,46.774571,21.5,755,57,7,40,12.6,41.906264,41.906264,220
10,23.996143,49.199571,25.1,43.444762,26.178429,43.322857,23.982941,46.058824,22.805882,50.978824,24.176471,1,23.595306,42.945071,23.637143,49.728571,23.048571,46.754857,21.6,754.966667,56.833333,7,40,12.633333,43.870771,43.870771,270
0,24.048857,49.035429,25.1,43.388571,26.193238,43.210476,23.995,46,22.825,50.98375,24.25,1,23.626122,42.882429,23.662857,49.671429,23.051429,46.735143,21.7,754.933333,56.666667,7,40,12.666667,36.785489,36.785489,220
